,zipcode,STATEFIPS,N1,MARS2,PREP,N2,NUMDEP,A00100,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00900,A00900,SCHF,N01000,A01000,N01400,A01400,N01700,A01700,N02300,A02300,N02500,A02500,N03300,A03300,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N07100,A07100,N07220,A07220,N07180,A07180,N07260,A07260,N59660,A59660,N59720,A59720,N11070,A11070,N09600,A09600,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902,ds
10,20003,11.0,2375.1666666666665,507.5,959.8333333333334,3533.0,690.1666666666666,222384.5,2116.0,179565.66666666666,1157.3333333333333,1405.6666666666667,730.0,3064.1666666666665,673.0,2190.0,391.1666666666667,9217.5,0.0001,554.5,4670.5,128.83333333333334,2158.8333333333335,311.6666666666667,10943.833333333334,119.33333333333333,809.1666666666666,141.66666666666666,1858.3333333333333,48.33336666666667,1234.3333666666667,1153.1666666666667,34421.666666666664,1076.6666666666667,11339.833333333334,47.50001666666666,52.00001666666666,840.1666666666666,3043.5,1149.3333333333333,14603.5,797.3333333333334,12469.833333333334,953.6666666666666,3960.8333333333335,2154.1666666666665,168330.33333333334,651.1666666666666,624.3333333333334,118.0,118.16666666666667,99.0,56.5,57.00001666666666,42.66668333333333,184.16666666666666,350.0,160.0,310.1666666666667,106.33335,122.66668333333332,198.33336666666665,1073.8333666666667,2051.6666666666665,35211.0,2113.3333333333335,36803.166666666664,540.6666666666666,2555.6666666666665,1737.8333333333333,5274.833333333333,2011-12
11,20007,11.0,2161.5,566.0,1143.3333333333333,3173.8333333333335,531.0,393180.5,1726.8333333333333,199960.66666666666,1265.8333333333333,7649.833333333333,997.3333333333334,23926.5,935.1666666666666,18108.0,442.6666666666667,22196.5,6.16675,858.6666666666666,48247.166666666664,227.83333333333334,9050.833333333334,334.6666666666667,14410.5,57.66668333333333,420.0000166666667,269.0,4750.666666666667,115.16669999999999,4843.333366666667,1124.5,70674.66666666667,1009.5,25785.166666666668,78.16666666666667,84.33333333333333,841.6666666666666,7355.166666666667,1116.0,33457.5,696.5,13979.833333333334,926.8333333333334,13223.833333333334,1954.1666666666667,306888.5,730.0,3027.3333333333335,64.66668333333332,68.33335,70.00003333333333,39.83336666666667,42.1667,51.1667,74.33333333333333,61.666666666666664,53.0,46.666666666666664,22.666700000000002,27.166700000000002,368.33338333333336,4384.00005,1869.0,74832.0,1933.3333333333333,79393.83333333333,596.8333333333334,7132.5,1301.6666666666667,5109.0,2011-12
12,20008,11.0,2856.3333333333335,620.1666666666666,1346.3333333333333,3894.6666666666665,517.8333333333334,432799.3333333333,2352.1666666666665,231025.83333333334,1716.0,7759.166666666667,1258.3333333333333,19131.5,1181.5,12899.833333333334,512.0,20555.333333333332,4.000066666666666,1044.1666666666667,46577.5,310.8333333333333,12363.833333333334,456.8333333333333,20065.666666666668,84.50001666666667,575.1666833333334,333.0,5760.166666666667,131.33335,5133.666683333334,1386.8333333333333,70240.16666666667,1272.8333333333333,27471.333333333332,75.5,77.5,926.6666666666666,6376.5,1377.1666666666667,34211.333333333336,758.1666666666666,12330.0,1152.1666666666667,13551.333333333334,2632.0,340873.3333333333,853.3333333333334,1753.3333333333333,54.333349999999996,58.50001666666666,72.50003333333333,40.1667,37.166716666666666,34.000049999999995,83.66666666666667,63.333333333333336,60.166666666666664,49.333333333333336,20.833366666666667,24.166700000000002,369.1667166666667,4012.6667166666666,2535.5,81764.83333333333,2597.1666666666665,86654.83333333333,761.5,5683.333333333333,1794.1666666666667,5895.0,2011-12
13,20011,11.0,5829.666666666667,902.8333333333334,3021.6666666666665,9738.0,3135.6666666666665,278979.3333333333,4809.333333333333,222255.66666666666,1540.8333333333333,1080.8333333333333,607.8333333333334,1434.3333333333333,521.3333333333334,976.1666666666666,955.0,8856.5,0.0001,382.8333333333333,1996.1666666666667,230.0,2540.1666666666665,1042.6666666666667,29941.333333333332,424.83335000000005,2942.3333500000003,463.6666666666667,3791.1666666666665,28.50005,658.8333833333332,2325.1666666666665,50451.833333333336,2132.5,10581.5,107.50001666666667,65.33335,1445.1666666666667,3558.3333333333335,2311.0,14538.5,1377.6666666666667,16922.666666666668,1919.0,7798.666666666667,4658.333333333333,174453.66666666666,1698.3333333333333,1854.8333333333333,723.0000166666667,706.33335,310.5,182.66666666666666,122.0,60.166666666666664,1164.1666666666667,2436.5,1015.0,2122.5,863.6667000000001,1040.0000333333335,127.83336666666666,531.5000333333334,4002.5,29058.333333333332,4371.166666666667,30765.5,946.3333333333334,2698.0,4751.333333333333,13270.333333333334,2011-12
14,20012,11.0,1239.1666666666667,306.0,678.1666666666666,2095.8333333333335,585.5,96215.83333333333,972.0,67956.66666666667,505.3333333333333,508.8333333333333,267.5,992.0,233.83333333333334,664.8333333333334,256.0,3226.5,0.0001,190.16666666666666,1243.8741666666667,101.0,1773.0,319.6666666666667,13038.833333333334,65.83335,448.83335000000005,170.5,2010.1666666666667,19.333383333333334,446.00004999999993,634.1666666666666,18989.666666666668,574.6666666666666,4851.0,33.500033333333334,21.333366666666667,480.8333333333333,1782.1666666666667,631.5,6775.333333333333,434.8333333333333,6291.0,553.6666666666666,3011.6666666666665,1044.8333333333333,66646.5,358.0,378.6666666666667,122.33333333333333,125.16666666666667,69.5,39.0,32.50001666666667,13.333350000000001,163.16666666666666,295.5,136.5,251.16666666666666,106.50003333333332,125.33336666666666,83.83336666666666,483.5000333333333,954.5,13563.833333333334,1013.1666666666666,14324.666666666666,284.5,1281.3333333333333,901.5,2635.3333333333335,2011-12
15,20015,11.0,1299.8333333333333,560.5,728.5,2442.3333333333335,668.5,239399.0,945.6666666666666,134558.5,884.8333333333334,2893.0,731.0,8379.333333333334,684.8333333333334,6174.666666666667,311.6666666666667,13549.666666666666,4.166733333333333,616.1666666666666,17633.0,222.66666666666666,5614.666666666667,343.6666666666667,17108.333333333332,29.500033333333334,224.1667,263.5,4382.833333333333,104.00005,3949.50005,855.0,45668.666666666664,777.8333333333334,15535.166666666666,52.16668333333333,40.50001666666667,716.1666666666666,4655.166666666667,848.5,20412.166666666668,597.5,11702.833333333334,764.3333333333334,7070.5,1155.1666666666667,183558.0,507.6666666666667,696.6666666666666,52.00001666666666,57.50001666666666,97.00005,54.666716666666666,39.50005,18.000049999999998,37.666666666666664,39.666666666666664,28.166666666666668,29.0,18.333366666666667,22.500033333333334,331.3333833333333,2610.6667166666666,1103.3333333333333,45958.166666666664,1145.3333333333333,49261.333333333336,410.3333333333333,3599.5,691.0,3111.5,2011-12
16,20016,11.0,2412.6666666666665,840.3333333333334,1390.3333333333333,4076.6666666666665,966.3333333333334,504081.1666666667,1787.3333333333333,255314.0,1578.6666666666667,7982.666666666667,1264.8333333333333,23164.0,1194.6666666666667,17275.333333333332,537.8333333333334,30278.166666666668,6.333400000000001,1096.1666666666667,36587.833333333336,364.0,12656.0,542.6666666666666,25092.666666666668,67.0,518.6666666666666,424.6666666666667,7333.833333333333,167.16668333333334,6228.500016666666,1507.6666666666667,89832.66666666667,1370.5,35060.5,90.66666666666667,94.66666666666667,1234.3333333333333,8790.0,1496.3333333333333,44291.333333333336,1002.6666666666666,18625.666666666668,1303.8333333333333,13528.833333333334,2130.6666666666665,396502.3333333333,905.1666666666666,2308.0,96.66668333333332,105.50001666666667,132.83335,73.83335,60.833349999999996,67.00001666666667,76.5,65.0,53.5,45.5,33.83336666666667,38.83336666666667,498.33338333333336,4889.50005,2029.8333333333333,98579.16666666667,2108.6666666666665,104830.66666666667,716.5,7079.333333333333,1324.0,5527.833333333333,2011-12
17,20019,11.0,4441.166666666667,316.83335,2130.83335,8618.666666666666,3936.000016666667,144195.83333333334,3511.6666666666665,116422.5,593.0,262.3333333333333,132.16668333333334,246.33335,100.33335,174.50001666666665,823.6666833333334,4159.000016666667,0.0001,72.50001666666667,172.66668333333334,105.33335,876.0000166666667,728.5000166666667,16949.50001666667,455.16668333333337,3267.1666833333334,258.0000166666667,1741.6666833333331,0.0001,0.0001,1269.3333333333333,23951.833333333332,1163.6666666666667,3907.0,58.00003333333333,45.16669999999999,737.1666666666666,1168.3333333333333,1259.1666666666667,5374.0,778.1666666666666,6779.166666666667,1104.3333333333333,5464.166666666667,3049.6666666666665,74248.83333333333,1321.83335,1461.1666833333331,711.8333333333334,668.3333333333334,323.0000166666667,202.00001666666665,86.33335,31.33335,1653.6666666666667,4313.666666666667,1553.6666666666667,3635.0,1159.6667,1347.1667,19.333366666666667,37.6667,2407.5,9473.0,2933.5,10363.5,441.5,774.3333333333334,3941.6666833333334,12054.166683333335,2011-12
18,20020,11.0,4123.833333333333,317.1666666666667,1950.1666666666667,7984.833333333333,3613.3333333333335,145767.83333333334,3233.3333333333335,116402.66666666667,574.1666666666666,329.8333333333333,169.16666666666666,218.83333333333334,136.16666666666666,128.16666666666666,852.3333333333334,4738.5,0.0001,97.16666666666667,281.1666666666667,110.50001666666667,958.83335,648.0,17661.666666666668,399.0000166666667,2944.8333500000003,241.16666666666666,1825.1666666666667,0.0001,0.0001,1207.8333333333333,24904.5,1110.1666666666667,4464.833333333333,48.16671666666665,35.50005,689.6666666666666,1324.1666666666667,1193.6666666666667,6134.333333333333,721.8333333333334,7073.666666666667,1062.1666666666667,5776.5,2834.0,78799.5,1167.8333333333333,1278.0,630.8333333333334,591.6666666666666,295.1666833333333,188.16668333333334,64.83335,23.000016666666667,1535.3333333333333,4144.5,1451.5,3458.0,1140.0000333333335,1349.3333666666667,29.333383333333334,65.00005,2269.0,10942.166666666666,2813.5,11961.333333333334,458.3333333333333,986.3333333333334,3614.8333333333335,11552.5,2011-12
19,20024,11.0,1217.6666666666667,147.0,494.1666666666667,1730.6666666666667,386.6666666666667,77424.16666666667,1002.0,61606.0,479.1666666666667,435.8333333333333,248.5,1018.5,224.0,743.6666666666666,213.16666666666666,2299.3333333333335,0.0001,189.33333333333334,575.3333333333334,84.5,1121.5,218.66666666666666,8198.666666666666,79.50001666666667,553.6666833333334,109.5,1281.8333333333333,9.3334,141.50006666666667,500.8333333333333,10858.666666666666,456.8333333333333,3200.0,24.000033333333334,15.833366666666668,334.5,716.0,497.0,4010.6666666666665,318.8333333333333,3393.5,406.5,1603.5,1023.3333333333334,56580.666666666664,267.8333333333333,259.6666666666667,59.166666666666664,54.333333333333336,26.666700000000002,15.833366666666668,13.833383333333336,3.3333833333333334,178.66666666666666,426.8333333333333,160.83333333333334,339.5,97.50003333333332,114.50003333333332,37.500049999999995,147.33338333333333,955.8333333333334,10675.0,1032.3333333333333,11087.666666666666,241.16666666666666,827.0,937.0,2546.6666666666665,2011-12
20,24963,54.0,262.6666833333333,130.50001666666665,180.66668333333334,553.83335,173.66668333333334,10779.666683333333,209.16668333333334,7945.83335,95.66668333333332,148.33335,29.000016666666667,51.833349999999996,24.666700000000002,37.83336666666667,35.16668333333333,390.5000166666667,13.833383333333336,22.500033333333334,65.00003333333332,23.166700000000002,224.1667,69.33335,1254.1666833333334,19.333366666666667,93.66669999999999,42.833349999999996,380.66668333333337,0.0001,0.0001,37.16668333333333,680.1666833333334,32.500033333333334,157.83336666666665,3.8333999999999997,3.8333999999999997,29.000033333333334,23.833366666666667,37.16668333333333,198.66668333333334,28.666700000000002,199.33336666666665,27.000033333333334,112.00003333333332,193.83335,6476.000016666666,73.00001666666667,87.16668333333332,50.66668333333333,69.66668333333332,7.000083333333335,2.3334166666666665,6.833416666666668,1.6667499999999997,59.16668333333333,134.66668333333334,52.50001666666666,120.83335,39.00006666666667,48.50006666666665,0.0001,0.0001,173.83335,866.5000166666667,190.33335,935.33335,33.00001666666667,92.83335,218.00001666666665,585.6666833333334,2011-12
21,25123,54.0,200.83335,109.00001666666667,126.50001666666667,437.66668333333337,135.16668333333334,7640.166683333333,162.66668333333334,6084.33335,61.333349999999996,55.333349999999996,15.833383333333336,10.333383333333336,13.833383333333336,6.833383333333335,18.333383333333334,110.50004999999999,19.333366666666667,10.333400000000003,3.542566666666666,14.166716666666668,133.00005,50.50003333333333,896.6667000000001,28.833366666666667,163.33336666666665,26.833366666666667,219.33336666666665,0.0001,0.0001,27.666700000000002,460.16670000000005,25.666700000000002,99.00003333333332,0.0001,0.0001,23.500033333333334,20.333366666666667,27.333366666666667,130.1667,20.333366666666667,120.00003333333332,15.833383333333336,39.166716666666666,148.00001666666665,4310.000016666667,58.50001666666666,62.00001666666666,40.6667,50.333366666666656,0.0001,0.0001,6.000083333333335,1.3334166666666665,44.833349999999996,97.66668333333332,39.50001666666667,87.33335,29.833366666666667,37.1667,0.0001,0.0001,129.33335,539.5000166666667,140.16668333333334,572.6666833333334,17.333366666666667,27.833366666666667,175.33335,471.0000166666667,2011-12
22,25508,54.0,549.6666666666666,292.0,322.0,1215.3333333333333,401.1666666666667,29721.0,481.8333333333333,24515.5,157.66666666666666,180.66666666666666,54.0,150.66666666666666,46.166666666666664,113.5,56.50001666666666,702.0000166666667,0.0001,35.0,36.833333333333336,25.500016666666667,272.33335,114.00001666666667,1726.6666833333331,37.00001666666667,192.33335,67.83335,650.0000166666667,0.0001,0.0001,88.66666666666667,1747.0,83.66668333333332,643.33335,3.3333999999999997,2.166733333333333,74.00001666666667,77.00001666666667,88.5,756.8333333333334,71.00001666666667,495.0000166666667,53.16668333333333,230.33335,412.5,20231.333333333332,174.16668333333334,214.00001666666665,124.5,172.0,5.333416666666668,2.500083333333333,13.333383333333336,4.166716666666667,112.83333333333333,231.66666666666666,103.33333333333333,215.0,62.16668333333333,67.66668333333332,7.166683333333334,31.500016666666667,383.1666666666667,3287.6666666666665,403.1666666666667,3406.5,62.5,277.0,469.6666666666667,1342.1666666666667,2011-12
23,25601,54.0,431.3333333333333,149.66666666666666,214.5,781.5,225.83333333333334,17953.0,303.0,12324.166666666666,104.33333333333333,167.33333333333334,49.166666666666664,811.1666666666666,44.166666666666664,766.5,43.0,885.1666666666666,0.0001,30.166683333333335,157.83335,27.833366666666667,262.1667,77.33335,1202.5000166666666,83.33338333333332,1083.00005,57.833349999999996,657.5000166666667,0.0001,0.0001,47.833349999999996,1019.6666833333334,45.16668333333333,393.83335000000005,0.0001,0.0001,39.16668333333333,53.00001666666666,47.66668333333333,468.66668333333337,31.666683333333335,187.66668333333334,35.00001666666667,201.66668333333334,331.8333333333333,11625.0,133.83335,112.66668333333332,58.166666666666664,74.33333333333333,0.0001,0.0001,5.500083333333335,1.16675,87.16666666666667,184.0,78.33333333333333,165.83333333333334,47.333349999999996,53.333349999999996,6.33335,42.33335,280.5,1813.1666666666667,296.0,1928.8333333333333,43.833333333333336,179.83333333333334,373.66668333333337,952.5000166666667,2011-12
24,25617,54.0,51.50001666666666,27.500016666666667,25.33335,107.16668333333332,30.83335,2570.33335,43.16668333333333,2113.6666833333334,17.16671666666667,7.500050000000002,0.0001,0.0001,0.0001,0.0001,4.000083333333333,23.666750000000004,0.0001,0.0001,0.0001,3.3334166666666665,12.83341666666667,15.500050000000002,231.66671666666664,0.0001,0.0001,9.500066666666669,87.33339999999998,0.0001,0.0001,5.833416666666668,80.50008333333332,5.500066666666668,29.666733333333337,0.0001,0.0001,4.500083333333333,2.500083333333333,5.666750000000001,36.33341666666667,4.000083333333333,14.666750000000002,3.666733333333333,11.666733333333335,40.33335,1719.3333499999999,14.500066666666669,15.333400000000003,9.833400000000003,12.500066666666669,0.0001,0.0001,0.0001,0.0001,9.1667,18.333366666666667,8.6667,17.166700000000002,4.5000333333333336,5.500033333333334,0.0001,0.0001,37.33335,256.83335,37.83335,267.83335,8.166733333333335,16.666733333333337,42.00001666666667,100.33335,2011-12
25,25625,54.0,89.66668333333332,42.66668333333333,47.50001666666666,197.50001666666665,69.50001666666667,6282.166683333333,77.66668333333332,4154.666683333334,23.166700000000002,14.000033333333334,7.833400000000001,26.166733333333337,6.500083333333335,22.666750000000004,6.500083333333336,72.50008333333331,0.0001,4.8334166666666665,-3.6665833333333335,4.1667499999999995,7.666750000000003,19.00005,242.66671666666664,7.833383333333335,44.00004999999999,10.166733333333335,77.66673333333331,0.0001,0.0001,12.333400000000003,395.5000666666667,11.666733333333333,184.00006666666664,0.0001,0.0001,9.666716666666668,10.666716666666668,12.166733333333335,203.00006666666664,9.666733333333333,56.50006666666667,8.000083333333334,71.50008333333334,66.33335,4627.166683333334,29.666683333333335,32.16668333333333,18.66671666666667,23.833383333333334,0.0001,0.0001,3.3334166666666665,0.33341666666666686,19.166683333333335,45.66668333333333,18.000016666666667,41.83335,12.833366666666668,15.333366666666668,0.0001,0.0001,60.16668333333333,1028.5000166666666,64.00001666666667,1045.5000166666666,7.666733333333334,53.33339999999999,79.33335,263.5000166666667,2011-12
