,60657,77494,60614,77449,77084,79936,60640,11226,10467,78660,94109,37013,32162,60647,11201,11235,11375,90250,37211,77573,60618,77584,20002,28269,78613,77433,30349,79912,75052,37042,11206,73099,90046,20009,77429,78245,77479,10462,60613,30044,63376,28277,60625,30043,11230,11212,77036,10463,60629,11209,30096,11221,7030,98052,30024,60610,77077,85032,77379,75287,78666,21234,33160,23464,34787,78521,8701,75243,11214,28027,11207,94501,2169,33411,11229,60619,78745,94110,23462,33025,10458,75067,90034,80134,33139,60611,95630,48197,44107,11211,44035,85281,11377,10453,90805,7302,90650,90044,85710,92683
0,471939.1469857841,202222.0286119018,796920.3975853536,91824.7494881531,91459.74247241809,83777.74849978939,346290.41131420794,193154.71776696158,297094.4148365041,151444.23230332907,566072.996630346,116383.00753348134,119834.30307785394,242718.85448740632,653697.0294414582,296761.88452052267,311031.0563930969,216106.51323485363,114080.65989266546,138759.6621218763,300338.0641447114,146913.73786451964,99885.01254629783,140732.21894950938,169085.5082386162,163534.8267057409,125647.83814463715,126678.81281423119,95109.4103115366,89185.11480551068,130641.47082125527,87370.6296890494,54271.27234048949,217076.54018264636,147190.44896779847,96922.80547448815,202657.7975157316,273456.577063155,447294.0387079909,136902.8517008259,132997.27610712877,209944.14483922813,263000.426551393,164213.5536529135,307234.0442657108,245511.5715162196,94567.44472725775,360284.70095935854,113868.80491793173,401482.8669151086,154350.6144515778,161957.86161397086,358938.2418421237,255966.71473474847,207168.7850270939,460116.8667440744,168119.33537240274,155028.3032724857,154372.89820553717,189359.8180039345,93522.7480981909,132212.64769144703,370829.2073894749,139350.1244776056,180199.12717128047,58948.80481668326,214238.5568234933,127820.46407932154,233403.18071928757,156616.14378348974,193513.52198937643,146325.7136676111,209270.85045181852,165083.82025838416,239955.4270806692,76621.80130430263,121075.78287728217,334585.1250571989,108140.0898020177,146013.21864991979,209754.4567512093,106150.63185468648,275675.04393611196,238471.61620095524,491442.70222460036,329403.4566508769,275359.2853274258,176146.96600525023,124253.99551985424,131757.251073429,98316.60651247128,120011.54483052023,269320.29028113314,299336.09657470207,173205.519229247,190751.2704370889,183207.65003127832,139761.53528848628,126210.72099476814,286801.8564811009
1,496487.08725702413,207762.91814363067,824024.1644468055,95747.15828777073,95429.98192423597,86772.590365215,364279.7201282977,232072.6075735364,310093.9142614415,152764.6235031883,639317.3938097055,120497.64681523522,129239.78796605078,257480.18317900327,786000.9320508683,324549.5036764383,346792.2181641589,234960.47485386592,119678.12938409968,143556.7013399934,311989.86518373276,153481.48322984372,125155.4636195439,144064.34030480648,172600.00723131475,168521.58761305475,127286.53912768773,130642.41858778388,99631.97314226629,92716.45177261901,167988.80495341402,90958.33725496447,101321.26496356033,263918.4241665375,151038.66171161327,100822.41126973805,212275.94505649828,288136.2159607579,473508.91569027945,139235.35070248015,137368.4734827469,217570.93316500288,273564.0263990023,167602.34188725185,351027.53781973664,255421.21985764353,98291.07860450877,379166.0332684774,117766.6928577789,432280.1169546506,158287.84855021618,202816.0462297261,410938.9840281442,281576.3099822962,214337.61907234375,484006.0235206649,173733.1760160672,158643.18704786143,158421.94376574887,191703.831961294,100052.37198998005,137286.42627999422,402209.511543646,146445.87690374354,187804.19007532444,60693.08692097146,224847.95114892055,133781.4786994673,262695.7522072973,161503.36699919845,208814.52402369812,175968.0117183037,221636.1302502325,171920.54101694273,263566.7988331224,79776.77600421743,127522.11820524477,384765.20549199404,114161.26063408196,153642.23979795622,225469.09219416868,111544.1066802966,316241.2004304095,250282.91317104604,566788.464651027,339099.2944437719,282693.5488864945,178282.7914615496,127256.56940550124,184221.74577771928,99258.43934077784,125112.04928937103,294096.8082581263,315929.3255785612,187184.3870090404,232611.40635573727,198079.11241914198,153654.04487843908,128567.33333686204,305388.5901444457
2,522374.35907206335,212961.06673214934,849791.9089808795,98706.11762569717,98406.6424811951,89618.20326376049,382505.6081851741,265762.6564734155,322310.9770519108,155241.073509668,703382.3323773947,123129.9015135673,136601.23770850833,272030.0487387969,902751.1212404692,351081.7071279465,378710.0123819957,251833.0900191127,123839.1968767951,148348.01752320206,323815.3292340326,158616.06199162686,146976.31372665762,145761.38947601774,175725.32903757124,172576.8959507646,128414.673391205,134451.46166642284,102853.82445225246,95450.97575455357,201518.59690430935,94559.62451157309,140282.3709852466,309643.18762428773,154713.49439724296,103885.61140606712,221026.97360763376,301758.94376187644,501572.00918859034,140659.76125415723,140915.547086905,223435.4674966368,284329.5129040628,169851.5501275328,388736.61037375714,263995.0007028748,101061.87729469899,397509.26042891026,121369.13247653455,461332.57219618,160914.03776693085,240772.72497623457,459282.28259300423,301517.8197882874,219595.44187325728,507031.67056487786,178797.6683541288,161467.6585818295,161951.25769033696,195065.25199788628,105433.67428867341,142204.8475025595,431907.8077829972,153529.8392046927,194143.31097856464,62176.70042512047,234968.51668144594,138168.08543492964,288551.61639047635,164719.30876210122,222232.5401572745,200056.9947112284,233160.77322253239,177612.84532964654,285363.6426131431,82634.84604064246,133088.04629263992,428356.4261682454,120196.69958808264,160194.1136697079,239626.55870729915,115794.1422310253,350015.1768498146,259644.58863680554,639031.6264400303,349999.0478940243,288721.41439721547,179652.56080344634,129025.23742366022,230805.46623705374,99729.70239514703,129184.94260839387,315818.3653051316,329631.2210855155,200020.0000604002,268743.77182968106,211629.93868468545,166151.55426008478,130222.30543879519,322404.8542811074
3,549597.8008462861,217816.8425702228,874214.243008523,100701.91382047308,100389.96894980135,92313.77276466822,400968.2576041429,294225.00309531385,333739.9296054883,158873.11529475247,758281.9402395684,124280.69026463648,141918.34014828468,286365.78967474354,1003944.9750337022,376356.9338616796,406789.44779861206,266725.7574839259,126565.35075078637,153133.48627754138,335812.28899917536,162316.81225277012,165354.56024438114,145823.567300087,178462.57427951525,175699.94517008524,129030.01709791712,138105.31246765217,104775.74082542761,97388.58865572893,231236.52390651504,98175.28780950182,171171.751072752,354256.1979072121,158214.6388343738,106112.29028702693,228909.7911928307,314319.8181000488,531480.4206983502,141175.962551551,143637.70523510437,227537.91957307025,295295.249095637,170960.8898003795,420364.34106611315,271232.7474259925,102881.06151277012,415313.8537962465,124674.35899731333,488645.27244849066,162228.83547015302,275830.06209731434,503977.1966253194,315797.80849233,222942.82068691312,529192.0755898004,183314.4277671977,163503.792312271,164960.25483787374,199444.94653374198,109666.60308572822,146967.3857250977,459919.483452702,160601.8002447309,199216.3591442414,63399.703963995795,244598.69568548273,140981.85770813865,310975.8992137769,166263.29838098073,233766.88172150636,218605.6611473517,243844.3521846942,182161.85960987984,305349.1255296534,85194.98010778226,137775.7816682836,465364.672489592,126245.89160472287,165668.2102954946,252224.0550586913,118901.82584862734,377007.9203550664,266557.4102986195,708165.9285058236,362103.01380931825,293450.4727782511,180255.45586781175,129559.9269336357,271523.67585009197,99729.71836286965,132232.29742890067,334486.76132808276,340438.3128790088,211711.64451160398,299159.55279892054,223859.8037222237,177253.19056532913,131176.66681010948,337851.93432403577
4,564426.0063234062,223657.9439409747,869097.9095725507,104819.7861719942,104448.22079287733,92643.83001241263,419467.5769378953,329660.463099502,327502.11622939317,158884.25663023622,873030.467732916,130139.66768424,148193.9839445418,292086.93666603655,1111326.0239508834,397420.10090843664,454463.78150439274,288199.25926506886,135756.7909256993,157004.49597083413,340419.63228973234,165698.00383350975,209924.77621825304,148381.1391346952,182205.14781133956,177732.12944155035,122901.69375062462,139945.74532182707,110808.31990528094,100232.71607854783,283186.6577605842,103293.00518508395,267705.5109631716,415357.0445480484,160648.6465785818,109177.88588288517,233612.0905432469,311992.2643451805,549206.1354399474,142250.4971832338,144602.5431617643,234169.01963452605,300516.7822021466,172281.39181660616,467011.68311817246,279402.3807555541,109763.74996740042,431977.73488831054,122496.45707275704,532466.2432676114,163751.05567023536,321409.9623526088,580095.0768575675,356816.2325330564,230041.48430703406,545684.1464356806,193742.4374272455,173095.0679890983,166854.46868936165,203434.66238554128,115578.67082109969,150062.813059498,474246.2946267392,166873.14749405856,205096.71801810185,64851.80455504113,249463.50867813147,150763.85484580032,352562.2399130204,167662.1969918003,244958.92112279322,285232.09289221605,253973.3225892384,191466.8746432618,336607.6764696449,84720.35774488565,150899.35554889875,528507.3076923635,130523.30701281266,170173.7851318975,257482.10357289566,126924.7107196072,446103.06333071203,278668.3670324652,759368.7178036147,373164.2314311176,324218.451625084,178969.955585345,131419.91581741153,366581.8709780308,98052.41484281194,143060.66804042057,361765.5855922421,342881.54233713355,222202.45844871138,370934.41213026224,236316.14850170087,186967.7646709529,136176.4485184774,358931.66165819316
5,588973.9465994262,229198.83350925983,896201.6762155971,108742.19496964147,108418.46026131787,95638.67188301956,437456.885835528,368578.352988353,340501.61561124766,160201.87992444338,946274.8650101369,134254.30703896022,157599.4688125501,306848.26523062703,1243629.9263976312,425207.72008357354,490224.94329897524,307053.22089523426,141354.26166437878,161801.53518503482,352071.4333312285,172265.74919311213,235195.22743074858,151713.26049214968,185719.6467869906,182718.89034447094,124540.39473630086,143909.35108696812,115330.88273647221,103764.0530514787,320533.99196035526,106880.71275043652,314755.5035703988,462196.2801360836,164496.85928014954,113077.49167455634,243230.23809083004,326671.9032393584,575421.0124000355,144582.99618649925,148973.7405237681,241795.8079771735,311080.3820497044,175670.18005235936,510805.1766731607,289312.02909421554,113487.38382281724,450859.0655139017,126394.34501133233,563263.4933177868,167688.28977844032,362268.1470298321,632095.8193055254,382425.82772373274,237210.3182986661,569573.3031971797,199356.27816655682,176709.95173251367,170903.51422812467,205778.67633668787,122108.29471407637,155136.59164726606,505626.5987823593,173968.89991739165,212701.78093723842,66596.08672479012,260072.9029995453,156724.86941714748,381854.8114450672,172549.42021647043,260259.92315375712,314874.39089118724,266338.60244760464,198303.5954130609,360219.04852194025,87875.33244114599,157345.69087913728,578687.3877003586,136544.47785650674,177802.8062412417,273196.73850824963,132318.18553876624,486669.21978410095,290479.66400652507,834714.4801982683,382860.06918496743,331552.7151739844,181105.78104179612,134422.4896906024,419046.3656617136,98994.24766899469,148161.17251775024,386542.1033566088,359474.77131503436,236181.32621905452,412794.5480226523,251187.61087380513,200860.27424876892,138533.0608583564,377518.39533211914
6,614861.2184110013,234396.98206796186,921969.4209772358,111701.15431188727,111395.12082598571,98484.28478482885,455682.7739332018,402268.4020196298,352718.6783665419,162669.57161201315,1010339.8037342494,136886.56179418,164960.91853080067,321398.13082717475,1360380.1154862992,451739.90312702884,522142.73754329514,323925.8360726438,145515.33174247277,166592.85136322406,363896.8973850063,177400.3279568808,257016.07773996677,153410.30966566608,188844.96858359934,186774.19867805234,125668.52900186834,147718.3941738139,118552.73405136759,106498.57704302427,354063.7839460117,110482.000006963,353716.6095802761,507918.3940498126,168171.69193394892,116140.69180849474,251981.26666300534,340294.63102461584,603484.1058674956,146007.4067394974,152520.81410078952,247660.3423168027,321845.8685499045,177919.38829272374,548514.2492559854,297885.8099382903,116258.18248458374,469202.29082771647,129996.78462746629,592315.9485547418,170314.47900069837,400224.8257371239,680439.117398618,402367.3374814836,242468.1410800745,592598.9266170365,204420.77052213805,179534.42322508706,174432.82811646737,209140.09637118137,127489.59701128924,160055.01287342733,535324.8950481012,181052.86220426223,219040.9018374814,68079.70027133779,270193.46852429316,161111.4760746347,407710.67565609975,175765.36197419773,273677.9392723764,338963.373766003,277863.2453926859,203995.89972653074,382015.8925785452,90733.40247545305,162911.61896839197,622278.6082382428,142579.91681472858,184354.68009997395,287354.20455983834,136568.22109246792,520443.19616522075,299841.33947517985,906957.6419943962,393759.82264819916,337580.58069486055,182475.5503836886,136191.15770327306,465630.0861375251,99465.51072214716,152234.0658455582,408263.6601243005,373176.6669056879,249016.93927138712,448926.91349898744,264738.43711161456,213357.78362988852,140188.03295811263,394534.6594920861
7,642080.732846026,239252.75791559854,946391.7548755964,113696.95051281016,113378.44730535778,101179.85428726715,474145.41246914264,430730.74874470325,364147.63088455703,166290.44861368946,1065239.4116507175,138037.35064817034,170276.48110952912,335733.87175633543,1461573.9690707019,477015.03570176905,550222.1729456526,338818.5035390035,148241.48970744922,171378.32010822638,375893.8571501285,181101.0782206377,275394.3245432542,153472.48749216273,191582.21381864435,189897.24789169047,126283.87271090974,151372.2449987631,120474.65042827271,108436.18995301456,383781.7109624395,114097.66330534953,384605.9896527312,552528.7548094613,171672.83631698485,118367.37068765603,259864.08426007396,352855.5053389205,633388.6183097542,146523.60803815164,155242.96938986902,251762.79439180522,332811.604733858,179028.72796580536,580141.9799738552,305123.55666022515,118077.36669705607,487006.88630306325,133302.01114789298,619628.6487785691,171629.2766954385,435282.1628368404,725134.0316161067,416647.3261773621,245815.5198964968,614759.2506314102,208937.52990305645,181570.55689659278,177441.82523750712,213519.79090602716,131722.52580709374,164817.5510958485,563336.5707391305,188124.8232343455,224113.95000622,69302.70377758177,279823.647522808,163925.2482758312,430134.95854100224,177309.35159684217,285212.2808255079,357512.04019824154,288546.8243580488,208544.91399319554,402001.3755833222,93293.53593847543,167599.35434662958,659286.854403823,148629.10882767377,189828.7767187249,299951.70006123674,139675.90472558409,547435.9396156035,306754.1611378222,976091.9440905503,405863.7637681032,342309.63908723654,183078.44544875057,136725.84720809333,506348.29589436215,99464.90597955295,155281.42067830625,426932.05567983614,383983.75887025933,260708.5837338235,479342.694439766,276968.30211857887,224459.41993470222,141142.39432722802,409981.7395430545
8,656903.8472794142,245093.85929848722,941275.4213515767,117814.82287062847,117437.72406734664,101509.91153418976,492644.7196163659,466166.20887564134,357909.8174651235,166283.3401173785,1179987.939221886,143896.32815877383,176550.58082037867,341455.018823074,1568955.0177257555,498078.09504686453,597895.9312672849,360292.005321949,157432.93267831716,175249.14228070193,380501.2004398597,184482.26980216065,319964.54067588365,156030.0593282617,195324.78732884975,191929.4320818521,120155.54936541413,153212.67786024028,126507.22950936396,111280.31738044693,435731.84490623185,119215.38068121852,481139.7495637307,613610.2336493202,174106.84401134204,121432.9662820358,264566.38363997045,350527.9515536331,651110.4220807343,147598.1426702631,156207.3825565537,258393.89444884143,338033.13783224457,180349.22998295893,626789.3219560133,313293.18998937885,124960.05515702654,503670.758188357,131124.10921931377,663449.6195709924,173151.49688566674,480862.0630122813,801251.9114501381,457665.75020160724,252914.183497734,631242.1942992616,219366.76222164382,191161.83252190863,179336.0390642291,217509.506758758,137634.5935413858,167912.97841271773,577663.3819651641,194396.17047471192,229994.3088666516,70754.49261511966,284688.46050883346,173707.245373644,471721.2993217759,178708.25020327495,296404.32020229887,424138.4719769714,298675.79407046514,217849.92901558202,433259.86964952154,92818.91297161835,180722.9331683978,722429.4893090962,152906.52420473343,194334.3515498785,305209.6275940255,147698.78960667783,616531.0825702924,318865.1178694423,1027294.7333644774,416923.57060795854,373077.6149129407,181792.945166815,138585.83608350123,601406.4911263048,97786.97985960903,166109.7912949142,454209.41725567664,386426.9883685551,271199.3976848141,551117.5537015107,289424.64686723443,234173.99403817943,146142.15089977198,431061.46686194936
