,date,WV,IA,MT,IN,GA,UT,LA,MD,OR,RI,DC,VA,MS,NM,KY,OK,NV,TX,NH,TN,VT,OH,CA,CO,ID,DE,HI,MI,SC,CT,ND,AR,AL,WY,NJ,IL,AZ,WA,KS,FL,NC,MO,ME,AK,NY,MN,MA,WI,SD,PA,NE
65,2002-06-01,67005.58145931875,108456.69290176779,184911.55697965142,115158.59139275945,121141.1409891412,202216.27861977927,118788.82562435702,217308.55968709462,176248.33114990836,217299.0688583926,358712.3944577286,196353.18509595157,73492.3913517421,172764.71077995884,87296.46347529208,67149.51926802956,239871.73697203872,145105.39937496994,193617.7643805911,95587.50396389072,136320.14158626125,116434.69887530639,335063.59152820345,250820.8825898086,136621.6776122655,209007.7381333332,343675.6637257119,148832.84968335478,130240.90312318699,244990.62772389426,234069.11563306977,69254.60167560562,104881.25534575156,150456.39644842554,286669.1680847245,175229.662493991,168344.83792157224,209137.11164451615,144590.0355098572,164898.5476600954,134195.10253901896,132652.77281985362,162619.90668437307,174904.56468581888,190978.90450289164,166380.41270608053,336963.78789524577,162771.99378347213,88714.39695292356,132649.96001942662,118711.54542038235
66,2002-07-01,67166.37035130408,108848.75647638517,185729.97359906294,115303.04529064064,121492.01894249998,202411.5568840669,119103.65991294861,219231.46315308212,176811.32716291887,220145.76160758588,362981.3424305766,197697.23739460894,73710.74595038775,173200.5439072726,87496.09354910131,67365.5047004754,241145.221294266,145229.5152387687,195298.0472901137,95806.82800007341,137096.04616981567,116751.41934000887,337579.02207887155,251316.06731910387,136363.59691293293,210283.76385678555,346028.486248951,149269.92355370356,130267.38473818572,246962.55916326932,231406.4257236747,69434.68292545286,105106.11195760284,150982.82035727843,289466.2905199658,175772.12847085964,169042.29698728013,209551.98914601412,144792.6741116899,166175.09784133142,134493.14015670714,133150.07539578452,163776.1929812197,175462.54893224037,192803.90370526878,167130.7940484573,340121.79616087035,163295.15075071232,90501.5615016634,133431.95013945596,118871.62210364256
67,2002-08-01,67332.51887302226,109253.88883682313,186575.67077245488,115452.3143184512,121854.59282763737,202613.34442383077,119428.9886778266,221218.46340126925,177393.08970969642,223087.3441150856,367392.5886691864,199086.09143655488,73936.37903565491,173650.9048054968,87702.37795870418,67588.68964733611,242461.1550939009,145357.76829802748,197034.33962995373,96033.46283746221,137897.81423948857,117078.69715353477,340178.300314562,251827.75820604234,136096.91352362258,211602.32377101964,348459.73618963145,149721.56655306395,130294.7490736844,249000.22165062354,228654.97948396648,69620.76688362834,105338.4637898492,151526.79172975972,292356.6503697151,176332.67664695726,169763.00468851163,209980.69589756208,145002.06733358372,167494.19969527528,134801.1123616516,133663.95472424646,164971.02215462795,176039.1326535426,194689.7362143918,167906.18810224664,343385.0713686824,163835.7462835272,92348.2982020279,134240.00659681958,119037.03467634477
68,2002-09-01,67498.66740288737,109662.46127191193,187421.36794584678,115553.13729346471,122217.16671201734,202824.89294123367,119756.55074897455,223645.87906045647,178157.32882575018,226663.32197052945,371844.36696616415,200474.94550032265,74162.01212092208,174101.265703721,87908.66238445301,67803.22442235118,244411.26722313493,145532.55914779412,199101.24883031237,96260.09850350772,138750.46627737305,117405.97496492238,342777.5785984658,252312.6635914126,136533.71803791213,213576.1947717941,352479.5576075748,150081.1979346528,130581.99769961443,251283.7624255445,225903.5332442583,69812.97256665307,105570.81560527248,152070.763102241,295784.0417889695,176893.22466604967,170510.96661743833,210409.40274715313,145211.4256195115,169093.3429224714,135211.05924974728,134177.8340300907,166165.85134384982,176615.72961864693,196575.56886617612,169036.01616397046,346648.3466404352,164376.34181760505,94195.03492222572,135239.80299712345,119202.44724440022
69,2002-10-01,67659.45630275682,110057.85395103012,188239.78456525833,115650.70791444555,122568.04466464311,203029.61731291388,120073.54630169837,225994.9909887022,178896.91506709257,230123.94570160404,376152.5395116264,201818.99782009792,74380.36671956773,174537.09883103476,88108.29247388736,68010.83872075286,246298.47250949044,145701.71158305212,201101.4835403369,96479.42334161626,139575.61341080966,117722.69542755555,345293.009195792,252781.92686757736,136956.43208399875,215486.39251447903,356369.7073668748,150429.22830393232,130859.98024083703,253493.64059482288,223240.84333486322,69998.97806635442,105795.6722008434,152597.1870110939,299100.87219469936,177435.69049097778,171234.80074220605,210824.28034353157,145414.03041234481,170640.9008842741,135607.78204467858,134675.13658413346,167322.13765600004,177173.72668165108,198400.56820661257,170129.398159187,349806.354967938,164899.4987860675,95982.19949015905,136207.34790064328,119362.52392316354
70,2002-11-01,67825.60483262193,110466.42638611892,189085.48173865027,115751.53088945906,122930.61854902307,203241.16583031678,120401.10837284633,228422.4066478894,179661.1541831464,233699.92355704782,380604.31780860416,203207.85188386572,74605.9998048349,174987.459729259,88314.5768996362,68225.37349576794,248248.58463872454,145876.50243281876,203168.39274069556,96706.05900766178,140428.26544869415,118049.97323894317,347892.2874796959,253266.8322529476,137393.23659828826,217460.2635152535,360389.5287848181,150788.8596855212,131147.22886676705,255777.18136974383,220489.397095155,70191.18374937915,106028.0240162667,153141.1583835752,302528.2636139537,177996.2385100702,171982.76267113275,211252.98719312262,145623.38869827255,172240.04411147023,136017.72893277428,135189.01588997766,168516.9668452219,177750.32364675542,200286.40085839693,171259.22622091082,353069.6302396909,165440.09432014535,97828.93621035687,137207.1443009471,119527.93649121896
71,2002-12-01,67986.39373249139,110861.81906523713,190144.43114495729,115849.10151043987,123281.49650164884,203445.890201997,120718.10392557016,230771.51857613513,180400.7404244888,237160.54728812244,384912.4903540665,204551.904203641,74824.35440348054,175423.29284886108,88514.20698907055,68432.98779416962,250135.78992508005,146045.6548680768,205168.6274507201,96925.38384577034,141253.41258213072,118366.69370157635,350407.7180770222,253736.09552911235,137815.9506443749,219370.46125793844,364279.6785441182,151136.89005480072,131425.21140798967,257987.0595390222,217826.70718575994,70377.1892490805,106252.88061183764,153667.58228184015,305845.0940196837,178538.7043349983,172706.59679590052,211667.86478950104,145825.99349110588,173787.60207327295,136414.45172770557,135686.31844402046,169673.25315737212,178308.3207097596,202111.40019883332,172352.6082161274,356227.63856719364,165963.2512886078,99616.10077829025,138174.68920446697,119688.01316998227
72,2003-01-01,68152.54226235651,111270.39150032593,191238.67886480785,115949.92448545339,123644.0703860288,203657.4387193999,121045.6659967181,233198.9342353224,181164.97954054255,240736.52514356628,389364.2686510443,205940.7582674088,75049.9874887477,175873.6537391166,88720.49141481936,68647.5225691847,252085.9020543141,146220.4457178434,207235.53665107876,97152.01951181586,142106.0646200152,118693.97151296398,353006.996360926,254221.00091448263,138252.75515866445,221344.3322587129,368299.49996206147,151496.52143638956,131712.4600339197,260270.60031394317,215075.2609460517,70569.39493210524,106485.23242726094,154211.5536433806,309272.485438938,179099.25235409068,173454.55872482716,212096.5716390921,146035.35177703365,175386.74530046905,136824.39861580127,136200.19774986466,170868.08234659402,178884.9176748639,203997.23285061767,173482.43627785123,359490.91383894655,166503.84682268565,101462.83749848806,139174.4856047708,119853.4257380377
73,2003-02-01,68318.6907922216,111678.96393541474,192332.92658465845,116050.74746046691,124006.64427040874,203868.98723680282,121373.22806786606,235626.3498945096,181929.21865659638,244312.50299901,393816.0469480219,207329.61233117656,75670.04963180039,176324.0146293721,88926.77584056821,68862.05734419978,254036.01418354813,146395.23656761003,209302.4458514374,97378.65517786135,142958.71665789967,119021.2493243516,355606.2746448298,254705.90629985288,138689.55967295394,223318.20325948732,372319.3213800048,151856.1528179784,131999.7086598497,262554.1410888641,212323.81470634352,70761.60061512995,106717.58424268421,154755.52500492104,312699.8768581923,179659.80037318313,174202.5206537538,212525.2784886832,146244.71006296139,176985.88852766517,137234.34550389694,136714.07705570888,172062.9115358159,179461.51463996823,205883.06550240194,174612.264339575,362754.1891106994,167044.44235676352,103309.57421868584,140174.28200507464,120018.83830609312
74,2003-03-01,68468.76043209976,112047.99710259172,193321.27936387833,116141.81337338235,124334.13035952613,204060.06331703768,121669.09058374162,237818.85436087227,182619.49914851593,247542.41848134634,397837.00799045345,208584.06116296683,76230.10576100927,176730.79220766743,89113.09725737359,69055.83068937468,255797.4057841467,146553.11217385085,211169.3315807936,97583.35836009601,143728.8539824405,119316.8550894759,357954.009869001,255143.88535760666,139084.09278263483,225101.0544859933,375950.12782201817,152180.9811626393,132259.15903165747,264616.69404685724,209838.6374575748,70935.20574818455,106927.45039855043,155246.85397663503,315795.58523687365,180166.10180978267,174878.09917020373,212912.4975786364,146433.80786960584,178430.27595868104,137604.62011249948,137178.2261061488,173142.11209382274,179982.3118987721,207586.39822014267,175632.75420177716,365701.66354970203,167532.72219399514,104977.59448209031,141077.3239150265,120168.24320627222
