,60614,10023,10025,60657,77494
51,809749.9160979122,717630.2515121279,1104246.7956041582,522769.6359840918,220874.06588469332
52,816167.9306166739,718441.8794828542,1113782.284097967,526590.3367821934,221599.23497995138
53,823176.8178744983,719818.3771064436,1128008.2122255154,530295.0725043716,222425.48505651398
54,831407.718461201,723813.7615830436,1140353.6201445167,535729.1430354372,223033.36677345238
55,840037.4316662023,730988.2402804244,1154546.6909021027,541362.0768652294,223387.30528519498
56,849567.6625227694,735176.5485580998,1165190.5807810116,548070.4060451756,223460.3371413795
57,855257.218724023,729770.6274754239,1172864.0464773334,553015.4353077734,223296.80924375853
58,866070.5432226653,729463.7746708596,1179615.1195661593,560958.4079316393,223128.0291802172
59,873897.7008136212,749340.8404938304,1199163.0304094432,563537.1210755621,224490.5165721913
60,881951.5595274586,750652.8608587875,1208043.1157336168,570159.5666573303,224692.24083470833
61,889432.868096154,754069.5559230986,1217960.266225495,576011.0013306635,224825.42336573408
62,897313.9027794198,765050.8928254048,1227381.105173718,581254.8435831277,224965.33313791605
63,904515.1552350973,766443.692689904,1236974.5727721865,585702.680849124,225191.35224554734
64,911486.407530855,768102.2943649992,1247159.5181447188,590034.2959608592,225465.40630174242
65,917593.4784855375,769431.7247875622,1258870.37778987,592745.5367738737,225756.78268143893
66,924041.3124788739,771955.1719181892,1270228.4321403943,596108.2768119695,226010.1717039182
67,930719.0932705865,775898.72611388,1282610.6541707779,599583.7007075652,226307.2127151632
68,937876.0402217486,778747.1643884005,1293248.979756395,603536.3063121386,226541.2252260483
69,945195.905494099,781735.2757362763,1306395.0999542188,607877.8588633318,226668.10063181794
70,952860.772453075,784855.9885300299,1316081.0136339127,612566.3442635435,226808.702418196
71,959085.4982855727,791170.6465163787,1326895.5451727768,616942.6450309805,227132.21429412076
72,966394.2729647589,797804.2517213341,1336674.7529350016,620533.4568614714,227538.3976989344
73,972680.6581866967,802404.6877703931,1347198.402879275,623514.6913785479,227926.39965251737
74,976996.249208705,812433.0671802392,1358179.2608254496,626761.9765644812,228283.1610731965
75,981352.499087129,815298.9188712656,1369747.7046433662,629996.7677330842,228538.12058583795
76,985998.567237053,817768.9441991944,1380499.6196553775,633176.024400236,228682.02061033726
77,991086.2170503344,818998.0527127145,1389652.9773386493,636642.9897870126,228765.74185664093
78,995632.8798662995,820005.1003250871,1400040.2898934493,639616.0860627108,228985.3753636421
79,1000257.4677455683,820759.5824349473,1410663.7716739192,642641.956213261,229231.01124892145
80,1004989.0813135118,822454.7083943568,1421423.137574489,645524.2972611566,229631.91967994795
81,1013829.0301392385,833866.190044751,1440054.6577847956,650990.3054403705,230047.26199627732
82,1018204.9090684137,840155.9083949404,1452494.512417451,654168.7171179105,230480.45117258458
83,1022758.4625969144,832892.6613418937,1454510.1755561677,661883.5880015314,230022.77852748337
84,1029226.5590014233,845009.6729567392,1465300.430695933,664107.3469577124,230936.80507996885
85,1034204.02120939,850772.4468190824,1476493.9957020679,665887.1383908006,231862.67947132373
86,1037838.7163678713,859846.8106599073,1489058.785773168,668885.3969177237,232719.93286990467
87,1042161.4408401424,864194.478674362,1502562.8439670315,672595.7525094167,233273.4662394581
88,1047374.3850316473,867439.115832789,1513798.811231611,676346.5033759908,233569.47399708137
89,1052919.425102222,868515.0357585548,1520355.4202332532,680549.8500554626,233734.15210212112
90,1056991.0003705502,867964.4083924681,1529791.429330114,683104.8502598932,234203.2492443141
91,1061057.1353034035,865576.0018676182,1538710.535708613,685671.4653731316,234690.4407813399
92,1064855.4181249042,866303.8515024988,1549715.8890437493,687517.368254633,235542.02006522156
93,1076697.5045857504,886157.732847537,1573838.3401064218,694127.1395919102,236530.88930861626
94,1079240.18071357,895354.7397928698,1588848.33806935,695832.6031412989,237527.12628300514
95,1085502.8084362622,899758.7479974051,1594801.9070005775,699297.5355297037,237998.2848728001
96,1090030.595343661,895914.3086251945,1602893.971152037,705469.952873763,238299.00662318358
97,1094551.4526884425,898128.4576434102,1612269.43160964,710879.1981928409,238460.86387593832
98,1100224.8458985623,910061.5082071669,1620156.8453405707,714721.4275133945,238667.90808056403
99,1104704.8801879094,909991.9872330646,1627739.2815987736,717092.4330754039,239134.6962065683
100,1108237.2682863493,910803.6152037765,1637274.7700937358,719156.1877243932,239820.95196903675
101,1112587.2452642992,912180.1128273705,1651500.6982224262,721192.3599676567,240608.2752087379
102,1118245.006870472,916175.4973039401,1663846.1061286842,725011.691648165,241178.4857932278
103,1124215.8104600895,923349.9760013316,1678039.1768731517,729025.0473488119,241819.86223457515
104,1131172.9029791837,927538.2842789968,1688683.0667393324,734166.0428553926,242171.05982908414
105,1134203.549565078,922132.3631963836,1696356.5324225628,737491.4939888554,242294.96986106967
106,1142357.9644483298,921825.5103918321,1703107.6054982475,743814.8884835836,242413.62772712932
107,1147783.526257651,941702.5762146914,1722655.5163295898,744930.7568657411,244035.73647486325
108,1153178.4753561106,943014.5965796936,1731535.601640635,749933.6243183557,244524.89866698533
109,1158086.6455873386,946431.2916439981,1741452.7513665855,754217.7253183273,244936.24693633622
110,1163308.7707215266,957412.6285463156,1750873.5895233625,757841.9894071191,245310.33826824324
111,1167936.884903902,958805.4284108197,1760467.056355915,760722.492966346,245762.98469173495
112,1172249.2276505923,960464.0300859147,1770652.0009369878,763434.5299144273,246271.22030765057
113,1177089.4709266243,961793.4605085077,1782362.8597906793,766244.7717561384,246796.7782893916
114,1182311.3426502906,964316.9076391017,1793720.913375258,769703.3192413602,247276.79466868704
115,1187722.2957633415,968260.4618347664,1806103.1345465088,773277.7441656478,247808.01728197566
116,1193653.2804448302,971108.9001092786,1816741.4593007285,777326.1572173388,248268.65714967943
117,1199706.3180385483,974097.0114572162,1829887.5786394747,781766.7107972396,248629.7141574948
118,1206104.3573188577,977217.7242509904,1839573.4914600782,786554.1972261368,249004.49754591953
119,1211131.199667842,983532.3822372505,1850388.0222229117,790345.1153522554,249539.52827807417
120,1217113.7462045695,990165.9874422279,1860167.2291260206,793287.824972684,250179.89327372136
121,1222116.684837033,994766.4234913026,1859319.92530792,795641.8638026002,250794.5225732741
122,1226599.5955596522,1004794.8029011516,1858550.7976996526,798241.0469016207,251385.46557914466
123,1231117.7677289937,1007660.6545921989,1858748.287755212,800848.6425022418,251867.05243229383
124,1235931.1555795355,1010130.6799201152,1857750.2172127496,803379.7970824867,252245.1340419805
125,1241186.125093439,1011359.7884336521,1855153.589341551,806198.6603823557,252563.03687347277
126,1245894.7102003088,1012366.8360460169,1854169.9481339802,808544.5610900583,253009.29772098278
127,1250686.617780194,1013121.3181558406,1844712.016679945,810922.3291537018,253489.11519144857
128,1249910.7943018596,1014816.4441152534,1836037.75686975,810611.7387310268,254116.65093780274
129,1253059.7248464592,1026227.9257656976,1834587.8638456229,812778.3843906716,254766.1748133039
130,1251744.5854944745,1032517.6441158996,1826946.3052438223,812657.4335486258,255433.54554878199
131,1251157.864662547,1025254.3970627546,1810823.9177190827,817392.2349849833,254927.7581792788
132,1251934.9430251673,1037371.4086776503,1801532.7596243857,816316.631338815,255788.51485832626
133,1251404.9684183914,1043134.1825400078,1790413.8105532262,814903.4912212287,256662.8377592603
134,1249348.645534965,1052208.5463808032,1779922.3360777828,814602.3871458056,257466.8212844041
135,1248163.9331925064,1056556.214395291,1771113.8801943546,815119.8111868509,257968.8031635324
136,1247685.8593421094,1059800.8515537204,1759293.5829124046,815571.1994510775,258211.54104771782
137,1240739.9345095204,1060876.771479474,1742793.9273674733,816475.1834674099,258045.8465352847
138,1232723.4792264057,1060326.1441133732,1729917.422387015,815837.2520623495,258195.228241214
139,1224298.6492560871,1057937.7375885039,1715780.2642189732,815104.5045124383,258352.04716077002
140,1216008.897464612,1058665.5872233578,1704445.8253856166,813747.199881161,258883.9109718603
141,1215360.0148254102,1078519.4685684761,1705483.824540922,817046.9901219134,259542.40756004042
142,1205411.7218531484,1087716.475513773,1697409.3705964014,815442.472574774,260208.27187920918
143,1199989.2494499586,1092120.4837183035,1681767.8070981114,815810.9710341538,260370.37217864112
144,1192026.0672572951,1088276.044346123,1666775.4193410028,818673.4072816904,260340.7212738067
145,1184458.8899891009,1090490.1933643126,1653811.087628983,820879.4450879929,260182.86305376867
146,1176993.1693641236,1102423.2439280755,1638614.0490843542,818223.1413714865,260039.2985793847
147,1168757.932200156,1102353.7229539764,1623856.6928178074,814305.2439944049,260166.7879837653
148,1159151.2064634955,1103165.3509246854,1610307.7290371894,809870.4656063258,260502.43506722324
149,1150135.353465906,1104541.8485482936,1601449.2048903094,805319.722142317,260939.16313198832
150,1142858.44090219,1108537.2330248535,1591454.8202856607,802764.6192673983,261170.08806331377
151,1135463.4145162606,1115711.7117222128,1582563.4387688285,800191.0592607767,261460.86932972216
152,1129485.8328654729,1119900.019999897,1570867.5361764817,798957.6202119307,261472.78127106844
153,1119150.649475818,1114494.09891727,1555456.5496525313,795696.1556381248,261246.09612811502
154,1113939.234383526,1114187.2461127653,1539123.1705210917,795432.634425569,261014.1588192431
155,1107292.4339389282,1134064.3119355836,1537820.6083910915,790332.441955868,262319.6009401148
156,1099321.5533991277,1135376.3323005955,1523616.2414949643,788453.2420367782,262458.1679382132
157,1091295.049786879,1138793.0273649276,1511193.5995155987,786077.2778383204,262530.23053593165
158,1083151.3452164964,1149774.3642672335,1497529.9862452336,782819.4745899378,262606.98304369464
159,1074844.7854912276,1151167.1641317024,1484783.6613740711,779039.9129841673,262771.8822180113
160,1065791.298533347,1152825.7658068421,1471884.1545280402,774869.8825950564,262982.77900978795
161,1057265.712104809,1154155.1962294066,1460510.5619545735,770798.0570995962,263210.9981673837
162,1049552.909920832,1156678.643360028,1449528.8238354847,767596.5394198061,263403.26729750936
163,1041598.0333293142,1160622.1974953664,1438826.593647241,764288.8970069205,263637.1510866533
164,1034594.344087037,1163470.6357115232,1436402.0615003048,761677.2449522723,263718.2605336433
165,1027281.551959531,1166458.7469991478,1436049.8953745167,759235.7312556255,263687.1361067202
166,1020313.7615186143,1169579.4597326028,1432237.5227305773,757141.1504079747,263669.73806040623
167,1013321.8935705776,1175894.117825054,1430860.0537190114,755390.8106934993,263850.5404100221
168,1005998.0108498862,1182527.723147582,1427140.9751576083,752198.5562761301,264098.72398214415
169,998123.7598783973,1187128.1593103916,1424601.7673693052,748615.5331339923,264333.8228718296
170,989300.2413435872,1197156.5388377493,1422084.3389918378,745079.7521952142,264532.5844541721
171,980941.2239089787,1200022.3906420725,1420589.9251631405,741750.2858237745,264634.640897457
172,972448.182502104,1202492.416087039,1417843.553940295,738146.4763662266,264620.5410836177
173,964396.7227585787,1203721.5247175922,1413498.6253886756,734830.3756282917,264546.26249158295
174,957311.6389390621,1204728.5724432343,1410823.080296848,731239.2143253116,264299.5002296919
175,949916.7552950005,1205483.0543076012,1407948.2758423863,727482.0183112469,264063.1938204411
176,943016.622227464,1207178.180029539,1405644.7840963453,723800.1017804658,263997.70648257615
177,939837.0995298893,1218589.6614345717,1410778.0179501763,722483.0437950699,263931.10650438204
178,932193.5069357187,1224879.3795393952,1409719.5862263558,718878.3893079656,263882.3533861687
179,925890.7638205319,1216727.514861372,1399543.248784923,720466.619710091,262729.7444713922
180,920339.388940968,1227860.6998201218,1396835.2175681493,715907.3124188856,262874.37729674135
181,913685.1047449887,1232671.3833701352,1394965.9248099483,711122.8461931944,263055.67711345654
182,905300.3286193856,1240761.9205548381,1394032.428524541,707338.038472725,263143.53678490577
183,900996.6731217775,1243355.6416530614,1394473.6288951004,707037.0441511344,262952.4956542655
184,897295.6913444045,1244787.8669980145,1392211.3097422277,706642.733440643,262479.1097616863
185,893926.8054461052,1244051.3751102858,1385269.6323264104,706701.01854307,261874.39421652217
186,889372.0007445613,1241746.8008279183,1381642.7835999103,705244.6688342239,261598.91685851684
187,884524.209708529,1237477.2759006098,1377063.603561008,703666.2223703843,261316.71474534651
188,879696.1084986225,1236384.688371801,1375006.0990728068,701490.4994353148,261423.71949250522
189,882624.2647937043,1254357.4513143976,1385630.2635510918,703944.5907621566,261643.1950479529
190,876253.0107557251,1261673.3398572397,1387141.974929589,701494.3743010912,261870.03833439312
191,874176.8005813903,1264317.5921708278,1380468.1144753913,701071.735066822,261621.44153868765
192,876616.3418888482,1258592.034432495,1375061.8920412974,708709.9002342407,262278.23338932137
193,879116.316394974,1258985.74632213,1371374.4945128243,715537.6111888365,262784.6746100549
194,882701.4640051534,1269037.678519735,1365763.6216581939,720845.5883327555,263347.7889149299
195,885160.6154558446,1267147.7203148825,1360283.200047415,724635.0595302883,264159.1610089135
196,886604.7579543387,1266078.2298138526,1356320.4020777843,728164.5620026363,265201.4868716312
197,888639.7731918991,1265573.6089656842,1357048.0437418732,731578.0993990666,266344.89371565275
198,892057.2492428512,1267748.5562115132,1356330.593793006,736730.365098752,267259.701336584
199,895713.0910920788,1273996.2677083176,1357025.3780871565,742121.0859525583,268257.1613822515
200,900429.8980559526,1277287.7045015476,1354606.4100982184,748595.0154783268,268952.956013201
201,905639.3800158345,1270955.0162183563,1348781.5893311452,753758.3540954723,271042.14389591047
202,915972.630273075,1269721.3962132765,1342284.0017958353,761919.6360738649,273126.07961270073
203,923366.1724201939,1291423.1690772208,1349865.3804623429,764695.5318606391,276523.2780320557
204,930939.9568926377,1294755.400809149,1345496.805162328,771536.2867969349,278977.718074901
205,937956.677485798,1300127.1391318222,1342592.671179218,777598.9885875619,281290.948135279
206,945357.6379276717,1313128.6874010824,1338764.8495032706,783061.1401945653,283683.57368778996
207,952094.3024078064,1318839.7983425905,1335537.0326267246,787720.2445778685,286089.64032476925
208,958585.480462175,1324960.6547972886,1335742.6402560638,792270.1690441476,288616.41016129113
209,965604.5590458951,1330752.3399994695,1337474.1621580168,796918.2984040687,291160.5023636367
210,972934.9809550314,1337594.098207063,1339174.792886053,802155.4461949336,293593.93894138245
211,980524.7692597458,1346004.3610410907,1341577.677173246,807567.7581017077,296143.6957597418
212,988564.3041267045,1353175.4205784702,1342558.5791364003,813394.7714590403,298557.75582589675
213,996796.1769120824,1360630.240564754,1345725.361591084,819673.2120214275,300937.34703878296
214,1005373.0513840445,1368217.661996838,1347077.606413411,826298.5854328182,303330.66463227355
215,1012421.5259379618,1378566.7665919582,1350364.9531778218,832424.3334361984,305688.88755977526
216,1020642.3081301516,1389667.0805425027,1351810.4920827074,837952.0332778582,308347.78677170567
217,1027811.2812678985,1398590.137958223,1354269.3011972653,842807.6755476898,310915.83628055936
218,1034532.4276459779,1413085.226113618,1356916.490286099,847991.848867946,313525.3135027106
219,1041216.6340447163,1420273.699321977,1360420.0932743086,853100.8790587473,315703.2672200835
220,1048268.2572656377,1427210.433551173,1363651.3696424267,858216.8493821642,317834.2612561395
221,1055761.4621499104,1432906.2509659484,1365284.0886817777,863620.528425199,319905.0765139996
222,1062636.081486182,1438235.920095689,1368393.3638392827,868467.8637230654,322047.7042257383
223,1069666.2244364433,1443457.1110134881,1371496.2069757837,873430.447529888,324280.4341225688
224,1076725.7945246971,1449474.858400056,1374977.5354790764,878187.0275999545,326604.33675833326
225,1087971.2984214376,1465353.0488585054,1386088.4170455066,885589.7494354378,329006.77308622096
226,1094752.7324215826,1476109.476016728,1391153.8255601095,890704.8747692204,331427.0562740884
227,1101479.0455851317,1472880.6755504708,1386508.698656639,900169.0353321361,332504.5446680332
228,1104887.0493554093,1489464.3958865537,1389924.5076783218,900102.2622984812,332868.5434915461
229,1106903.131594754,1499549.7910919986,1393981.5119250508,899665.409870423,333262.13298390066
230,1107477.734118986,1513090.8636539916,1399171.8558780793,900373.1364075071,333569.35865351197
231,1108839.0786226457,1521761.1529883177,1405539.3533125524,901866.8481380708,333590.60712406243
232,1110991.9301799044,1529472.498843872,1409400.8744590355,903327.0670148043,333336.5871527129
233,1113476.8776162432,1535015.1274667974,1408583.0372994198,905239.8817044464,332951.23752878123
234,1114587.072915947,1538787.1214204784,1410882.4855950184,905578.2380477511,332888.0497719657
235,1115593.115214556,1540865.423619965,1412427.1458123063,905854.3211711372,332825.21358002623
236,1116430.0140059013,1545915.8946008964,1416295.9383461925,905473.3042882202,333144.5079283738
237,1125212.0036356212,1570236.4846702935,1433043.9432476482,909781.925202283,333583.3494050534
238,1124694.5829322746,1583900.200339915,1440679.4950493125,909186.2383284395,334029.5586127251
239,1128094.5394258269,1591194.9891740698,1439734.3885033817,910498.4816112447,333986.1750981711
240,1129562.2295020747,1590440.6946128558,1440452.0064539774,914369.7485320774,333736.869081838
241,1131121.7028167134,1595645.306351382,1442690.9060720275,917552.0740867462,333366.4413990596
242,1133734.999195674,1610668.5017260786,1443203.8736020604,919093.1529840772,333023.4578369661
243,1135253.649454873,1609926.2319717295,1443649.7490207062,919237.238781673,332957.9610274373
244,1135725.940722166,1610042.6862028865,1445810.7913148256,918999.8430074347,333094.1890231905
245,1136789.1047285164,1610724.0100868861,1448183.9790650285,918646.4821572683,333331.49800024705
246,1139266.0795879741,1614046.6457832104,1449058.993070487,920153.3624570228,333369.4367176649
247,1141950.0702059912,1616709.9509179455,1451399.3234507586,921777.1850642425,333460.7988963661
248,1145726.3759783756,1616532.6073608212,1450572.8194161432,924605.7291900741,333279.7246238026
249,1145470.2095926714,1606615.512715572,1446393.5447351902,925541.647230116,332853.6203931413
250,1150337.8115043242,1601797.486348428,1441291.8774467472,929475.5086314001,332422.2639965623
251,1152794.639016714,1615314.467727974,1450134.087303981,928433.0890581983,333547.58566835866
252,1154902.775143574,1609584.9660307514,1447161.4322508299,931046.423417388,333486.73359783355
253,1156630.1586280942,1606187.2849058623,1445608.188829228,933018.0730366056,333365.81000011513
254,1158565.4707243731,1610127.0997459425,1443176.2874001386,934252.8040664901,333243.1434392577
255,1160012.7980958722,1603801.3617152288,1441299.361085061,934820.856278406,333215.0564181341
256,1161038.3278046614,1597484.1408987052,1439631.5660803318,935143.3601675661,333226.5341412916
257,1162591.7580427865,1590837.7488295757,1439489.6853481533,935564.0689503775,333255.33423026657
258,1164632.8429555784,1585642.6580650073,1439377.3457851368,936710.1650882735,333254.6171649513
259,1166756.9830307304,1581587.8834029697,1439906.8274382332,937895.056953654,333289.08188547916
260,1169507.1809013337,1576696.0034279972,1439074.7591102822,939631.018658019,333268.9883085692
261,1172273.4054571523,1571685.78591822,1440368.1389308407,941682.0391790123,333133.2874236214
262,1175384.6316995502,1566808.1698542286,1438201.3122332452,944079.9925490067,333011.3129192819
263,1177496.3917235394,1565898.5308076895,1438310.1427860898,946387.425676273,333097.65911326004
264,1180251.5256861672,1564533.8071549444,1436236.6101710156,947687.7054765447,333241.26622735563
265,1182131.1618275633,1561393.924954581,1435289.8662017528,948452.2960934055,333375.1620931468
266,1183386.6599760815,1563423.975506695,1434417.9837706506,949409.0493722707,333469.34721746604
267,1184781.5296543627,1558549.5089483103,1434516.033675058,950427.1967598514,333470.2006368525
268,1186367.5049308033,1553021.2054184985,1433415.208309766,951315.9215199413,333351.5243649877
269,1188395.0618705973,1546251.9850742714,1430715.825615702,952492.3549996492,333172.6693149271
270,1189980.3444864082,1539518.7144372326,1429632.7442569954,953248.807494302,333138.1967286768
271,1191544.8394921876,1532274.8676892843,1428403.485660093,953984.1457377921,333121.256317588
272,1193315.072859974,1526229.6753992736,1427692.4576471595,954649.8430046451,333268.0586553625
273,1199094.928812233,1529642.8281920075,1434471.2374802178,957825.3192767892,333420.82467533404
274,1200410.714867904,1527934.217684465,1435058.3517355646,958713.1990472523,333591.43755527836
275,1202200.3137590266,1513446.6735985323,1426368.3138882671,964359.2023271713,332636.96567110013
276,1205608.3175292988,1517565.3563556531,1425305.8286507032,964292.4292935119,333000.9644946134
277,1207624.39976865,1515587.8119685934,1425028.9997433382,963855.5768654568,333394.55398696824
278,1208199.0022928778,1516663.8469516493,1425741.049437131,964563.3034025377,333701.77965657954
279,1209560.346796532,1513271.1967167167,1427774.7137174925,966057.0151330966,333723.0281271301
280,1211713.198353796,1508517.5050173716,1427157.9406047391,967517.2340098367,333469.0081557797
281,1214198.1457901313,1501595.0960853845,1421861.8092290603,969430.0486994825,333083.65853184706
282,1215308.3410898398,1493304.1504698542,1419827.4244123704,969768.4050427832,333020.4707750331
283,1216314.3833884408,1482917.4150872517,1416893.7904135732,970044.4881661716,332957.6345830912
284,1217151.2821797873,1475904.9464726918,1416428.7498351764,969663.4712832444,333276.928931442
285,1232702.4158349165,1506307.1756022521,1441869.2759644655,974415.5798169028,334827.57918411633
286,1252786.8969755948,1446032.8888833076,1423045.211175086,990122.9505499636,334017.6508131643
287,1279654.2389886691,1404453.8266594212,1417506.683701015,1006278.473128553,334325.98092391534
288,1306533.7065015498,1363016.8892616676,1412077.8719844657,1022439.2231964937,334640.26554354583
289,1333423.684008809,1321715.4125760833,1406753.5783657958,1038605.7468119272,334960.0001871862
290,1353508.1651494768,1261441.1258570792,1387929.5135763772,1054313.117544997,334150.07181623
291,1380375.5071625572,1219862.0636332138,1382390.986102304,1070468.640123588,334458.40192698047
292,1407254.9746754472,1178425.1262354788,1376962.1743857618,1086629.3901915303,334772.68654661137
293,1434144.9521827048,1137123.6495499103,1371637.880767116,1102795.913806958,335092.4211902544
294,1454229.4333233638,1076849.3628308864,1352813.8159776875,1118503.284540024,334282.49281929765
