,19052,95141,43519,27982,21522,43523,81225,21405,45816,41101,47986,89155,55144,4033,86343
0,154531.37283092382,581210.3927161553,55388.700159019136,316909.6102781751,101734.41068900093,65695.21104062896,387983.1203820592,561323.502654243,90867.8614629859,50242.095219763374,66037.98937535261,250691.44676435203,76857.47847146678,444447.59961689473,91454.19355387584
1,161299.0847880328,599134.1772010592,56246.10992446756,323819.50841645617,107089.51479438649,66436.85759328918,403032.6761893634,586487.802066922,92040.70850859079,51524.364411157265,66339.08805782214,255028.62318806423,82633.18730884968,466985.53239173966,94682.52692165457
2,167527.25201654027,613588.8900632629,56741.969995039115,330735.8085841796,112489.45229688355,66441.7266513027,417572.97461142193,611873.4152815457,92751.0114314475,52586.49596015365,66628.62074918156,258459.2850074145,87967.75276325017,489652.66543693293,97183.09540480279
3,173215.88879963534,624591.7552576858,56875.95898331505,337657.3297575407,117933.19680972293,65710.68942975042,431604.0474865799,637479.594253496,92998.04322548833,53428.03951703682,66905.72750856148,260983.33029997998,92860.38868815673,512441.90087419096,98956.17130918201
4,179400.84303601962,693009.0114953074,56378.62713016781,340567.73366933456,119934.69032684683,68194.64147198114,446166.99680224835,659912.3036727781,91487.96022783777,53236.06990728105,64451.35813256395,264084.518903783,95856.19563261754,511143.93678562366,102173.96015128802
5,186168.5549940918,710932.7955361947,57236.036895677054,347477.63179362414,125289.79443300026,68936.28802519612,461216.55259808624,685076.6031563712,92660.80710997936,54518.33913670962,64752.45681348423,268421.6953250176,101631.90448220827,533681.8694351877,105402.29351723948
6,192396.72221835903,725387.5083085614,57731.896965920074,354393.93196722557,130689.73193676388,68941.15707886958,475756.85101086326,710462.2163396275,93370.90707684518,55580.45719650629,65041.989476308474,271852.3571477682,106966.46994721079,556349.0023222814,107902.86199863846
7,198085.35895378684,736390.3734341147,57865.88595276951,361315.4531314992,136133.4764487836,68210.11985360675,489787.92291645467,736068.3954726736,93617.71364222646,56421.45065155544,65319.0961994389,274376.40244477126,111859.1058605751,579134.7880626987,109675.93790128501
8,204270.03763910214,804807.629227286,57368.55409739642,364225.8424194857,138134.96995689138,70694.07189294246,504349.37460061547,758501.1047630911,92107.40164143682,56228.879346004935,62864.70956917871,277477.59104853385,114854.91278770132,577833.1852866109,112893.72674219942
9,211034.45298272872,822730.251152784,58225.96386183423,371135.7259635502,143488.82969807112,71435.71844637666,519395.880252812,783664.9466373851,93279.68980219387,57509.438038812994,63165.68559144381,281814.7670233234,120630.62162048466,600363.857043488,116122.06010723792
10,217258.22373247013,837183.3349219405,58721.82393062406,378052.01153438323,148884.3784180909,71440.58750489337,533933.0381214974,809045.347641721,93989.43229652924,58569.85775379919,63454.50407926999,285245.4283933025,125965.1870708742,623023.1026012045,118622.62858926816
11,222935.87395629185,848184.569013601,58855.8129172863,384973.09753897914,154323.48758921408,70709.55028224927,547960.4382484759,834640.1336586352,94235.90354958997,59409.68947050344,63730.82746262875,287769.47323666536,130857.82299361996,645804.4500060761,120395.70449222976
12,229107.27614707802,916600.1897201804,58358.48106205563,387883.0650663807,156319.55720375016,73193.50239988211,562518.6106633497,857060.4590372047,92725.20403354985,59216.003320072516,61275.54564987465,290870.66138600465,133853.6299160929,644498.5738662035,123613.49333442978
